"Gene","Non-unique Gene name","Annotation","Number_pos_present_in","Number_neg_present_in","Number_pos_not_present_in","Number_neg_not_present_in","Sensitivity","Specificity","Odds_ratio","Naive_p","Bonferroni_p","Benjamini_H_p","Max_Pairwise_comparisons","Max_supporting_pairs","Max_opposing_pairs","Best_pairwise_comp_p","Worst_pairwise_comp_p"
"group_7648","","dITP/XTP pyrophosphatase","0","10","64","134","0.0","93.05555555555556","0.0","0.033398774827839095","1.0","0.8405197959107166","5","0","5","0.0625","0.0625"
"group_7650","","hypothetical protein","0","10","64","134","0.0","93.05555555555556","0.0","0.033398774827839095","1.0","0.8405197959107166","5","0","5","0.0625","0.0625"
"yoaK","","putative membrane protein YoaK","0","10","64","134","0.0","93.05555555555556","0.0","0.033398774827839095","1.0","0.8405197959107166","3","0","3","0.25","0.25"
"group_7790","","hypothetical protein","0","10","64","134","0.0","93.05555555555556","0.0","0.033398774827839095","1.0","0.8405197959107166","3","0","3","0.25","0.25"
"group_7833","","hypothetical protein","0","10","64","134","0.0","93.05555555555556","0.0","0.033398774827839095","1.0","0.8405197959107166","1","0","1","1.0","1.0"
"group_7838","","hypothetical protein","0","10","64","134","0.0","93.05555555555556","0.0","0.033398774827839095","1.0","0.8405197959107166","1","0","1","1.0","1.0"
"group_7849","","hypothetical protein","0","10","64","134","0.0","93.05555555555556","0.0","0.033398774827839095","1.0","0.8405197959107166","1","0","1","1.0","1.0"
"group_7854","","hypothetical protein","0","10","64","134","0.0","93.05555555555556","0.0","0.033398774827839095","1.0","0.8405197959107166","1","0","1","1.0","1.0"
"group_8080","","hypothetical protein","0","10","64","134","0.0","93.05555555555556","0.0","0.033398774827839095","1.0","0.8405197959107166","2","0","2","0.5","0.5"
"group_8200","","hypothetical protein","0","10","64","134","0.0","93.05555555555556","0.0","0.033398774827839095","1.0","0.8405197959107166","1","0","1","1.0","1.0"
"group_8310","","hypothetical protein","0","10","64","134","0.0","93.05555555555556","0.0","0.033398774827839095","1.0","0.8405197959107166","2","0","2","0.5","0.5"
"yohC","","Inner membrane protein YohC","29","89","35","55","45.3125","38.19444444444444","0.5120385232744783","0.03368795704539099","1.0","0.8405197959107166","16","13","10","0.021270751953125","0.45449829101562506"
"phnG","","Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnG","9","41","55","103","14.0625","71.52777777777779","0.41108647450110863","0.034014492978362995","1.0","0.8405197959107166","17","9","9","0.9999999999999998","0.9999999999999998"
"phnI","","Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnI","9","41","55","103","14.0625","71.52777777777779","0.41108647450110863","0.034014492978362995","1.0","0.8405197959107166","17","9","9","0.9999999999999998","0.9999999999999998"
"phnJ","","Alpha-D-ribose 1-methylphosphonate 5-phosphate C-P lyase","9","41","55","103","14.0625","71.52777777777779","0.41108647450110863","0.034014492978362995","1.0","0.8405197959107166","17","9","9","0.9999999999999998","0.9999999999999998"
"aidA","","putative protein","21","71","43","73","32.8125","50.69444444444444","0.502129053390108","0.03405512215264952","1.0","0.8405197959107166","35","17","23","0.08953107893466948","1.0"
"argR","","Arginine repressor","43","73","21","71","67.1875","49.30555555555556","1.9915198956294846","0.034055122152649525","1.0","0.8405197959107166","6","6","5","0.03125","0.21875000000000003"
"epsM","","Type II secretion system protein M","36","57","28","87","56.25","60.416666666666664","1.962406015037594","0.034109901045282685","1.0","0.8405197959107166","13","8","9","0.26684570312499983","0.5810546875"
"mrpG","","Na(+)/H(+) antiporter subunit G","20","68","44","76","31.25","52.77777777777778","0.5080213903743316","0.03419993244982543","1.0","0.8405197959107166","18","7","14","0.0308837890625","0.48068237304687483"
"mrpE","","Na(+)/H(+) antiporter subunit E","20","68","44","76","31.25","52.77777777777778","0.5080213903743316","0.03419993244982543","1.0","0.8405197959107166","18","7","14","0.0308837890625","0.48068237304687483"
"mrpF","","Na(+)/H(+) antiporter subunit F","20","68","44","76","31.25","52.77777777777778","0.5080213903743316","0.03419993244982543","1.0","0.8405197959107166","18","7","14","0.0308837890625","0.48068237304687483"
"mnhC1","","Na(+)/H(+) antiporter subunit C1","20","68","44","76","31.25","52.77777777777778","0.5080213903743316","0.03419993244982543","1.0","0.8405197959107166","18","7","14","0.0308837890625","0.48068237304687483"
"group_3601","","hypothetical protein","9","40","55","104","14.0625","72.22222222222221","0.4254545454545455","0.03425821813133484","1.0","0.8405197959107166","12","6","8","0.3876953125000001","1.0"
"hns","","DNA-binding protein H-NS","51","93","13","51","79.6875","35.41666666666667","2.1513647642679903","0.034406590733388746","1.0","0.8405197959107166","11","8","10","0.011718750000000002","0.22656250000000003"
"group_2473","","hypothetical protein","13","51","51","93","20.3125","64.58333333333334","0.46482122260668973","0.03440659073338875","1.0","0.8405197959107166","21","8","16","0.026603698730468753","0.38331031799316395"
"sspA_1","","hypothetical protein","13","51","51","93","20.3125","64.58333333333334","0.46482122260668973","0.03440659073338875","1.0","0.8405197959107166","19","8","14","0.06356811523437494","0.6476058959960938"
"rutE","","putative malonic semialdehyde reductase RutE","13","51","51","93","20.3125","64.58333333333334","0.46482122260668973","0.03440659073338875","1.0","0.8405197959107166","24","10","18","0.02265584468841553","0.5412561893463136"
"group_2611","","hypothetical protein","13","51","51","93","20.3125","64.58333333333334","0.46482122260668973","0.03440659073338875","1.0","0.8405197959107166","20","10","14","0.11531829833984371","1.0"
"arsH","","NADPH-dependent FMN reductase ArsH","13","51","51","93","20.3125","64.58333333333334","0.46482122260668973","0.03440659073338875","1.0","0.8405197959107166","23","11","15","0.21003961563110343","0.9999999999999998"
"group_1168","","hypothetical protein","27","85","37","59","42.1875","40.97222222222222","0.5065182829888712","0.034484795796534046","1.0","0.8405197959107166","21","14","14","0.18924713134765628","0.18924713134765628"
"accA_2","","Methylmalonyl-CoA carboxyltransferase 12S subunit","27","85","37","59","42.1875","40.97222222222222","0.5065182829888712","0.034484795796534046","1.0","0.8405197959107166","14","9","10","0.17956542968750003","0.4239501953124999"
"aceK","","Isocitrate dehydrogenase kinase/phosphatase","27","85","37","59","42.1875","40.97222222222222","0.5065182829888712","0.034484795796534046","1.0","0.8405197959107166","20","14","15","0.04138946533203125","0.11531829833984371"
"group_2520","menH_2","hypothetical protein","27","38","37","106","42.1875","73.61111111111111","2.0355618776671407","0.03449541483732882","1.0","0.8405197959107166","19","13","10","0.16706848144531244","1.0"
"dns","","Extracellular deoxyribonuclease","38","107","26","37","59.375","25.694444444444443","0.505391804457225","0.03460644496725419","1.0","0.8405197959107166","16","10","12","0.076812744140625","0.45449829101562506"
"rutF","","FMN reductase (NADH) RutF","22","73","42","71","34.375","49.30555555555556","0.5094585779517287","0.034887801847080804","1.0","0.8405197959107166","25","14","16","0.22952294349670388","0.690037965774536"
"ushA","","Protein UshA","39","64","25","80","60.9375","55.55555555555556","1.95","0.03531979451401803","1.0","0.8405197959107166","16","10","8","0.45449829101562506","1.0"
"sbnA","","N-(2-amino-2-carboxyethyl)-L-glutamate synthase","26","82","38","62","40.625","43.05555555555556","0.5173299101412067","0.03549940664277507","1.0","0.8405197959107166","21","13","16","0.026603698730468753","0.38331031799316395"
"group_1520","","hypothetical protein","21","70","43","74","32.8125","51.388888888888886","0.5162790697674419","0.03554100707788985","1.0","0.8405197959107166","19","10","13","0.16706848144531244","1.0"
"imuB","","Protein ImuB","21","70","43","74","32.8125","51.388888888888886","0.5162790697674419","0.03554100707788985","1.0","0.8405197959107166","18","12","12","0.23788452148437486","0.23788452148437486"
"group_1777","","hypothetical protein","41","69","23","75","64.0625","52.083333333333336","1.9376181474480152","0.035675163529736695","1.0","0.8405197959107166","12","8","7","0.3876953125000001","0.7744140625000003"
"ybiI","","putative protein YbiI","28","86","36","58","43.75","40.27777777777778","0.524547803617571","0.03570721571605377","1.0","0.8405197959107166","28","13","21","0.012540951371192932","0.8505540192127226"
"thpR","","RNA 2',3'-cyclic phosphodiesterase","28","86","36","58","43.75","40.27777777777778","0.524547803617571","0.03570721571605377","1.0","0.8405197959107166","25","11","22","0.00015652179718017584","0.690037965774536"
"metQ_1","","D-methionine-binding lipoprotein MetQ","42","115","22","29","65.625","20.13888888888889","0.48142292490118577","0.035872278454442366","1.0","0.8405197959107166","15","13","6","0.007385253906249998","0.6072387695312501"
"yfcA","","putative membrane transporter protein YfcA","52","132","12","12","81.25","8.333333333333332","0.3939393939393939","0.03613913911742779","1.0","0.8405197959107166","9","4","7","0.17968750000000003","1.0"
"group_3771","","hypothetical protein","12","12","52","132","18.75","91.66666666666666","2.5384615384615383","0.03613913911742779","1.0","0.8405197959107166","14","9","7","0.4239501953124999","1.0"
"srmB_3","","hypothetical protein","12","12","52","132","18.75","91.66666666666666","2.5384615384615383","0.03613913911742779","1.0","0.8405197959107166","18","12","7","0.23788452148437486","0.48068237304687483"
"group_4746","","hypothetical protein","12","12","52","132","18.75","91.66666666666666","2.5384615384615383","0.03613913911742779","1.0","0.8405197959107166","9","5","6","0.5078125","1.0"
"group_4835","","hypothetical protein","12","12","52","132","18.75","91.66666666666666","2.5384615384615383","0.03613913911742779","1.0","0.8405197959107166","14","7","9","0.4239501953124999","1.0"
"group_4547","","hypothetical protein","8","6","56","138","12.5","95.83333333333334","3.2857142857142856","0.03624364231752727","1.0","0.8405197959107166","7","4","4","0.9999999999999998","0.9999999999999998"
"xerC_7","","hypothetical protein","8","6","56","138","12.5","95.83333333333334","3.2857142857142856","0.03624364231752727","1.0","0.8405197959107166","9","6","5","0.5078125","1.0"
"group_5285","","hypothetical protein","8","6","56","138","12.5","95.83333333333334","3.2857142857142856","0.03624364231752727","1.0","0.8405197959107166","9","5","6","0.5078125","1.0"
"group_5802","","hypothetical protein","8","6","56","138","12.5","95.83333333333334","3.2857142857142856","0.03624364231752727","1.0","0.8405197959107166","5","4","5","0.0625","0.375"
"group_5922","","hypothetical protein","8","6","56","138","12.5","95.83333333333334","3.2857142857142856","0.03624364231752727","1.0","0.8405197959107166","12","8","6","0.3876953125000001","1.0"
"group_6094","","hypothetical protein","8","6","56","138","12.5","95.83333333333334","3.2857142857142856","0.03624364231752727","1.0","0.8405197959107166","9","6","6","0.5078125","0.5078125"
"traL","","Protein TraL","8","6","56","138","12.5","95.83333333333334","3.2857142857142856","0.03624364231752727","1.0","0.8405197959107166","11","8","6","0.22656250000000003","0.9999999999999997"
"group_6599","","hypothetical protein","8","6","56","138","12.5","95.83333333333334","3.2857142857142856","0.03624364231752727","1.0","0.8405197959107166","5","4","3","0.375","1.0"
"group_371","","putative acyl-CoA thioester hydrolase","56","138","8","6","87.5","4.166666666666666","0.30434782608695654","0.036243642317527275","1.0","0.8405197959107166","8","5","5","0.7265625000000002","0.7265625000000002"
"group_1450","","hypothetical protein","24","77","40","67","37.5","46.52777777777778","0.522077922077922","0.03641526696769214","1.0","0.8405197959107166","17","10","13","0.049041748046874986","0.629058837890625"
"garL","","5-keto-4-deoxy-D-glucarate aldolase","24","77","40","67","37.5","46.52777777777778","0.522077922077922","0.03641526696769214","1.0","0.8405197959107166","25","13","16","0.22952294349670388","0.9999999999999997"
"fadM","","hypothetical protein","24","77","40","67","37.5","46.52777777777778","0.522077922077922","0.03641526696769214","1.0","0.8405197959107166","16","11","12","0.076812744140625","0.21011352539062492"
"group_4166","gpmB","hypothetical protein","3","22","61","122","4.6875","84.72222222222221","0.2727272727272727","0.0364239829886014","1.0","0.8405197959107166","4","3","2","0.625","1.0"
"group_4662","","hypothetical protein","3","22","61","122","4.6875","84.72222222222221","0.2727272727272727","0.0364239829886014","1.0","0.8405197959107166","4","1","4","0.125","0.625"
"group_4887","mntH","hypothetical protein","3","22","61","122","4.6875","84.72222222222221","0.2727272727272727","0.0364239829886014","1.0","0.8405197959107166","10","3","9","0.021484374999999997","0.3437499999999999"
"group_4958","","hypothetical protein","3","22","61","122","4.6875","84.72222222222221","0.2727272727272727","0.0364239829886014","1.0","0.8405197959107166","3","1","3","0.25","1.0"
"group_4990","","hypothetical protein","3","22","61","122","4.6875","84.72222222222221","0.2727272727272727","0.0364239829886014","1.0","0.8405197959107166","3","1","3","0.25","1.0"
"valG","","hypothetical protein","14","53","50","91","21.875","63.19444444444444","0.4807547169811321","0.03723346309794077","1.0","0.8405197959107166","19","10","11","0.6476058959960938","1.0"
"group_6407","","hypothetical protein","7","4","57","140","10.9375","97.22222222222221","4.298245614035087","0.037252400078194775","1.0","0.8405197959107166","7","4","4","0.9999999999999998","0.9999999999999998"
"group_6643","","hypothetical protein","7","4","57","140","10.9375","97.22222222222221","4.298245614035087","0.037252400078194775","1.0","0.8405197959107166","8","4","4","1.0","1.0"
"group_6939","","hypothetical protein","7","4","57","140","10.9375","97.22222222222221","4.298245614035087","0.037252400078194775","1.0","0.8405197959107166","5","3","3","1.0","1.0"
"group_6971","","hypothetical protein","7","4","57","140","10.9375","97.22222222222221","4.298245614035087","0.037252400078194775","1.0","0.8405197959107166","7","3","4","0.9999999999999998","0.9999999999999998"
"group_7038","","hypothetical protein","7","4","57","140","10.9375","97.22222222222221","4.298245614035087","0.037252400078194775","1.0","0.8405197959107166","6","3","3","1.0","1.0"
